iter	RMSE
294	0.5663861199
295	0.5661094102
296	0.5657166826
297	0.5654470465
298	0.565234212
299	0.5650364015
300	0.5648545355
301	0.5646578645
302	0.5643306284
303	0.5638802331
304	0.5637770505
305	0.5636765738
306	0.5635232287
307	0.5630684235
308	0.5626666244
309	0.5622292651
310	0.5618760285
311	0.5617062457
312	0.5614524266
313	0.5611612925
314	0.5608103041
315	0.5604567966
316	0.560060653
317	0.5597102561
318	0.5594063394
319	0.5592854865
320	0.559127277
321	0.5589094484
322	0.5586484858
323	0.5584469215
324	0.5578601412
325	0.557707085
326	0.5575524322
327	0.5571378516
328	0.5569394686
329	0.5567587932
330	0.5566289007
331	0.5563090397
332	0.5560076826
333	0.5557684661
334	0.5555055408
335	0.5552239246
336	0.5549796628
337	0.5548695943
338	0.5544779975
339	0.554142045
340	0.553799828
341	0.5534681044
342	0.5531828512
343	0.5528324389
344	0.5524498094
345	0.5522022759
346	0.5518244194
347	0.5516667568
348	0.5514040846
349	0.55105431
350	0.5508398574
351	0.550696633
352	0.5504887317
353	0.5500818272
354	0.5498763247
355	0.54957561
356	0.5493199852
357	0.5491481471
358	0.548715683
359	0.5484755533
360	0.5481697218
361	0.5478368732
362	0.5476275222
363	0.5474317526
364	0.5472589061
365	0.5470271841
366	0.5467097344
367	0.5463685089
368	0.5459525433
369	0.5456641222
370	0.5453149415
371	0.5451050636
372	0.5447788367
373	0.5444768049
374	0.5443336908
375	0.5439988149
376	0.543822671
377	0.5435817074
378	0.5433037016
379	0.5430586348
380	0.5428628039
381	0.5425537311
382	0.5424020472
383	0.5420389036
384	0.5418310987
385	0.5415387583
386	0.5413050723
387	0.5411305621
388	0.5409961322
389	0.5405383007
390	0.5400938471
391	0.540002781
392	0.5397196147
393	0.539329339
394	0.5390288788
395	0.5387953811
396	0.538539805
397	0.5382800007
398	0.5381358587
399	0.5376805091
400	0.5374383027
401	0.537161862
402	0.5368732707
403	0.5366726706
404	0.5364262368
405	0.5361735143
406	0.5357985688
407	0.5355782618
408	0.5353080329
409	0.5350936635
410	0.5347564182
411	0.5344652445
412	0.5341978593
413	0.5340487265
414	0.5339672164
415	0.5337845076
416	0.5335767204
417	0.5333444069
418	0.5332017132
419	0.5328763497
420	0.5325845042
421	0.5324371294
422	0.5321847331
423	0.5319167382
424	0.5313863222
425	0.5311143746
426	0.5308072775
427	0.5306286674
428	0.5302918902
429	0.5300765874
430	0.5296793209
431	0.5293963282
432	0.5291378492
433	0.5287723484
434	0.5284931016
435	0.5283895675
436	0.5280021641
437	0.5277603219
438	0.5274751245
439	0.5271202971
440	0.526803924
441	0.5266065008
442	0.5264956441
443	0.5263684302
444	0.5261237785
445	0.525907926
446	0.5257326654
447	0.5254811292
448	0.5251503449
449	0.5250500027
450	0.5249379661
451	0.524798514
452	0.5245678918
453	0.524435575
454	0.5242843406
455	0.5241387254
456	0.5239717763
457	0.5237514372
458	0.5236269838
459	0.5232591197
460	0.5230958036
461	0.5229592166
462	0.5226199491
463	0.5223839185
464	0.5222201816
465	0.5218573299
466	0.521650769
467	0.521444201
468	0.521322293
469	0.5212145786
470	0.5210353402
471	0.5208484263
472	0.5206041336
473	0.5203583127
474	0.5201919376
475	0.5200275609
476	0.5199850738
477	0.5198320445
478	0.5196489483
479	0.5195236051
480	0.519374401
481	0.5191798513
482	0.5189249836
483	0.5186967058
484	0.5185067417
485	0.5181450982
486	0.5177918876
487	0.5174171934
488	0.5170964428
489	0.51684613
490	0.5166247456
491	0.5163777555
492	0.5160919651
493	0.5159632122
494	0.5158463383
495	0.515773571
496	0.515433353
497	0.5152214149
498	0.5150404385
499	0.5146326919
500	0.5145171745
501	0.5143278686
502	0.5141048806
503	0.5138012424
504	0.5134989799
505	0.5133925523
506	0.5133015672
507	0.5129346023
508	0.5128967032
509	0.5126644133
510	0.5124649072
511	0.5123259243
512	0.512210179
513	0.5120411452
514	0.5118153796
515	0.5115707989
516	0.5113735106
517	0.5112245459
518	0.5108840707
519	0.5104823457
520	0.5102894819
521	0.5101027568
522	0.5099632804
523	0.5096368017
524	0.5095014475
525	0.5094259617
526	0.5091311006
527	0.5088298778
528	0.5085860808
529	0.5083093968
530	0.5080601761
531	0.5077427533
532	0.5074365484
533	0.507304495
534	0.5071214054
535	0.5069326853
536	0.5066782736
537	0.5066091766
538	0.5063214388
539	0.5062030178
540	0.5061064211
541	0.5060026513
542	0.5058270103
543	0.5057436615
544	0.5056354754
545	0.5054845314
546	0.5052530826
547	0.5050857712
548	0.5049358696
549	0.5047050696
550	0.5044595558
551	0.5042017587
552	0.5039830625
553	0.5038349995
554	0.5037716915
555	0.5035851959
556	0.5032671361
557	0.5032466473
558	0.503091159
559	0.5028725137
560	0.5027592738
561	0.5025936999
562	0.5024976156
563	0.5022684385
564	0.5021916716
565	0.5020364563
566	0.5017925833
567	0.5016431049
568	0.5014563348
569	0.5012697784
570	0.5009829794
571	0.5008920274
572	0.5007273164
573	0.5006288049
574	0.5003370829
575	0.5001169124
576	0.4999517138
577	0.4996652814
578	0.4994546534
579	0.499171173
580	0.4991097172
581	0.4989047096
582	0.4987732466
583	0.4985972334
584	0.4984232613
585	0.49833416
586	0.4982300397
587	0.497984238
588	0.49795286
589	0.4978073387
590	0.497710954
591	0.4975053158
592	0.4973430975
593	0.4970846724
594	0.4969369074
595	0.4967537155
596	0.4966142649
597	0.4963465288
598	0.4962267296
599	0.495850613
600	0.4957863893
601	0.495609302
602	0.4954132393
603	0.495262585
604	0.4951729046
605	0.4950726633
606	0.4950156863
607	0.4949430196
608	0.494698628
609	0.4944104474
610	0.4940870921
611	0.493898928
612	0.4936833771
613	0.4934866
614	0.4932719025
615	0.4931491897
616	0.4930323177
617	0.4928992023
618	0.4928434772
619	0.492552329
620	0.4924251156
621	0.4922800359
622	0.4921820535
623	0.4919950695
624	0.4917714038
625	0.4914902111
626	0.4913528329
627	0.4911918227
628	0.4910378051
629	0.490985052
630	0.490854502
631	0.4906026896
632	0.4904336095
633	0.4903051159
634	0.489943699
635	0.4897888831
636	0.4895979683
637	0.489533107
638	0.4894213526
639	0.4890252583
640	0.4888467743
641	0.4885953045
642	0.4884609491
643	0.4883192545
644	0.4881919663
645	0.4880111402
646	0.4879370447
647	0.4878203609
648	0.4875932074
649	0.4875382758
650	0.4873373533
651	0.4872304292
652	0.4870523016
653	0.4868499753
654	0.4865677905
655	0.4862893876
656	0.4862206263
657	0.4859871006
658	0.4856435736
659	0.485458131
660	0.4850778649
661	0.4849515239
662	0.4847662591
663	0.4846265187
664	0.4843390074
665	0.4842164935
666	0.4839926346
667	0.4837506788
668	0.4835091633
669	0.4834486837
670	0.4833836625
671	0.4831221411
672	0.4828845125
673	0.4827834415
674	0.4826651357
675	0.4824797874
676	0.4823034021
677	0.482095271
678	0.4818948554
679	0.4816837415
680	0.4814720886
681	0.4813216162
682	0.4810483282
683	0.4808977514
684	0.4807483533
685	0.4805137284
686	0.48033941
687	0.4802185984
688	0.4799763564
689	0.4799669384
690	0.4799233957
691	0.4798398669
692	0.4795590968
693	0.4793065601
694	0.4792525335
695	0.479041025
696	0.4789228045
697	0.4786939022
698	0.478443606
699	0.4782182918
700	0.478031568
701	0.4777389344
702	0.4776332827
703	0.4775552531
704	0.4772166237
705	0.4771375917
706	0.4769991979
707	0.4768862137
708	0.4767165623
709	0.476523063
710	0.4763778705
711	0.4759890916
712	0.4758035842
713	0.4755930813
714	0.4754636529
715	0.4752004913
716	0.4750518016
717	0.4748600217
718	0.474685829
719	0.4745446507
720	0.4743202852
721	0.4741974484
722	0.4740352371
723	0.4737990519
724	0.4734909104
725	0.4733152206
726	0.4731066188
727	0.4729681031
728	0.4728343063
729	0.4727038879
730	0.4725204236
731	0.4722506646
732	0.472086882
733	0.4718274031
734	0.4716848851
735	0.4715481748
736	0.4712812191
737	0.4711072065
738	0.4709363111
739	0.4708264098
740	0.4706658653
741	0.4704598492
742	0.4703137943
743	0.470152319
744	0.4700112476
745	0.4698123242
746	0.4696064083
747	0.469399882
748	0.4692049428
749	0.4690263682
750	0.468975885
751	0.4688251836
752	0.4686379915
753	0.4683594665
754	0.4681226783
755	0.4679114489
756	0.4677391983
757	0.4676111846
758	0.4675336161
759	0.4673038518
760	0.4670640814
761	0.4668625096
762	0.4668100553
763	0.4666323424
764	0.4664925579
765	0.4662332011
766	0.46604979
767	0.4659896545
768	0.4657834235
769	0.4655287788
770	0.4653844761
771	0.4652101148
772	0.4649734508
773	0.464861707
774	0.4646879143
775	0.4644644484
776	0.4643265581
777	0.4641786732
778	0.4640470305
779	0.4638883055
780	0.4637538104
781	0.4635412621
782	0.4633963735
783	0.4633739909
784	0.4632042737
785	0.4630038091
786	0.4629372132
787	0.4627817376
788	0.4625719448
789	0.4624609742
790	0.4623473238
791	0.4622177822
792	0.4620349034
793	0.461808372
794	0.4616406104
795	0.4614919927
796	0.4613703579
797	0.4611915936
798	0.4610435204
799	0.4609149171
800	0.4606217223
801	0.4604055836
802	0.4601531916
803	0.459986691
804	0.4598491693
805	0.4597450758
806	0.4595815836
807	0.4594248163
808	0.4590738315
809	0.458885039
810	0.4587596079
811	0.458639723
812	0.4584248859
813	0.4583283807
814	0.4580668383
815	0.457957637
816	0.4578404136
817	0.4577295906
818	0.457491942
819	0.457367978
820	0.4573263248
821	0.4571400319
822	0.456923819
823	0.4567402947
824	0.45654643
825	0.4563838453
826	0.4562897818
827	0.4561455983
828	0.4560126684
829	0.4558632976
830	0.4556972811
831	0.4556046985
832	0.4554202218
833	0.4552611598
834	0.4550706191
835	0.4549457405
836	0.4548844924
837	0.4546933112
838	0.4544888591
839	0.4542870286
840	0.4542554655
841	0.4541626831
842	0.453913322
843	0.4536505916
844	0.4534940919
845	0.4533849924
846	0.4533260337
847	0.4532812814
848	0.4531065282
849	0.4528534906
850	0.4527844623
851	0.4526517332
852	0.452547702
853	0.4523652985
854	0.452303827
855	0.4521819733
856	0.4520515044
857	0.4519354798
858	0.4517747552
859	0.4517093946
860	0.4516017895
861	0.4514493241
862	0.4512075394
863	0.4511113214
864	0.4508731077
865	0.4506561169
866	0.450441543
867	0.4503119426
868	0.4501537015
869	0.45000581
870	0.4497983316
871	0.4496279495
872	0.4494699865
873	0.4493459645
874	0.4491260974
875	0.4489447661
876	0.4487333487
877	0.4486644226
878	0.4485607433
879	0.4484742739
880	0.4482726736
881	0.448170915
882	0.4480651109
883	0.4479248619
884	0.4476567916
885	0.447504984
886	0.4472934353
887	0.4472464175
888	0.4470584532
889	0.4468502416
890	0.4466685653
891	0.4464283054
892	0.4462558376
893	0.4458923728
894	0.4456589192
895	0.445471439
896	0.4452486766
897	0.4450742863
898	0.4448751636
899	0.4447677789
900	0.4446298544
901	0.444509352
902	0.4444267903
903	0.4442604993
904	0.4441318419
905	0.444027765
906	0.4438669619
907	0.4437562138
908	0.4436502514
909	0.4435200833
910	0.4433394958
911	0.443029543
912	0.4429364183
913	0.4427373325
914	0.4427101242
915	0.4426486654
916	0.4424384214
917	0.4422544008
918	0.4420607101
919	0.4418976982
920	0.4417568776
921	0.4415455788
922	0.4413769068
923	0.4411608413
924	0.4410170099
925	0.440818049
926	0.4406287517
927	0.4404821955
928	0.4403121754
929	0.4401308546
930	0.4399772259
931	0.4398765241
932	0.4397851971
933	0.4396908146
934	0.4395693363
935	0.4394732531
936	0.4393634515
937	0.4392762939
938	0.4391804641
939	0.4389777481
940	0.4388717977
941	0.4388024896
942	0.4386895494
943	0.4385181948
944	0.4383344682
945	0.438043642
946	0.4378465723
947	0.4376616473
948	0.4375266024
949	0.437299512
950	0.4372379847
951	0.4370467746
952	0.4369421533
953	0.4366791771
954	0.4365123026
955	0.4363779317
956	0.4363375097
957	0.4362535548
958	0.4360865192
959	0.4359224931
960	0.4357818296
961	0.4355887078
962	0.435442378
963	0.4353149926
964	0.4350432672
965	0.4349727264
966	0.4347328996
967	0.4346019596
968	0.4344011419
969	0.4342597447
970	0.4341183544
971	0.4339684568
972	0.4337936254
973	0.43367715
974	0.4336300609
975	0.433468161
976	0.4332519882
977	0.4330864698
978	0.4328643416
979	0.4327613756
980	0.4325419258
981	0.4323748489
982	0.4321818839
983	0.4320688386
984	0.4318745783
985	0.4317557405
986	0.4315915055
987	0.4313808787
988	0.431187368
989	0.4310241756
990	0.4308089685
991	0.4306582255
992	0.4304743205
993	0.4302957418
994	0.430152896
995	0.4299787565
996	0.4298554425
997	0.4296992479
998	0.4295576141
999	0.4294236807
